reading_id,farm_id,sensor_type,reading_value,reading_ts
READ_00417,FARM_012,SoilMoisture,74.32,06/08/2023 16:38
READ_00418,FARM_012,Temperature,46.26,13/09/2023 03:29
READ_00419,FARM_007,SoilMoisture,38.11,24/10/2023 17:59
READ_00420,FARM_004,SoilMoisture,6.12,11/05/2023 01:49
READ_00421,FARM_004,Temperature,18.18,10/07/2023 22:14
READ_00422,FARM_013,SoilMoisture,58.67,05/05/2023 23:59
READ_00423,FARM_002,SoilMoisture,66.29,19/09/2023 11:41
READ_00424,FARM_004,Temperature,65.65,02/06/2023 05:58
READ_00425,FARM_010,SoilMoisture,56.7,09/09/2023 03:29
READ_00426,FARM_017,SoilMoisture,23.65,05/06/2023 17:56
READ_00427,FARM_013,Temperature,64.98,26/02/2023 08:47
READ_00428,FARM_015,SoilMoisture,63.98,23/10/2023 06:04
READ_00429,FARM_013,SoilMoisture,46.27,11/08/2023 03:21
READ_00430,FARM_018,SoilMoisture,15.53,10/01/2023 15:29
READ_00431,FARM_002,Temperature,71.97,06/08/2023 11:10
READ_00432,FARM_017,Temperature,52.43,20/06/2023 14:09
READ_00433,FARM_013,SoilMoisture,15.38,03/05/2023 17:07
READ_00434,FARM_019,SoilMoisture,22.72,25/10/2023 15:09
READ_00435,FARM_001,SoilMoisture,62.97,18/08/2023 11:25
READ_00436,FARM_010,SoilMoisture,25,20/06/2023 16:38
READ_00437,FARM_001,Temperature,59.01,24/08/2023 19:18
READ_00438,FARM_002,SoilMoisture,10.6,21/02/2023 14:35
READ_00439,FARM_012,SoilMoisture,65.04,20/01/2023 04:52
READ_00440,FARM_018,Temperature,53.38,10/07/2023 16:36
READ_00441,FARM_018,Temperature,79.17,04/02/2023 10:30
READ_00442,FARM_004,SoilMoisture,78.57,05/06/2023 07:16
READ_00443,FARM_015,SoilMoisture,44.82,27/03/2023 16:01
READ_00444,FARM_014,Temperature,9.18,02/03/2023 07:35
READ_00445,FARM_020,SoilMoisture,65.9,22/07/2023 16:38
READ_00446,FARM_008,SoilMoisture,21.5,20/09/2023 02:53
READ_00447,FARM_010,Temperature,39.92,27/10/2023 08:47
READ_00448,FARM_014,SoilMoisture,64.13,08/04/2023 21:45
READ_00449,FARM_014,Temperature,66.48,26/04/2023 00:39
READ_00450,FARM_007,Temperature,36.42,12/01/2023 16:32
READ_00451,FARM_005,SoilMoisture,29.43,06/02/2023 20:37
READ_00452,FARM_002,SoilMoisture,51.31,11/01/2023 06:34
READ_00453,FARM_015,Temperature,75.05,09/03/2023 10:34
READ_00454,FARM_013,Temperature,49.95,06/08/2023 14:56
READ_00455,FARM_011,Temperature,72.17,09/07/2023 10:44
READ_00456,FARM_012,SoilMoisture,32.48,07/09/2023 04:02
READ_00457,FARM_007,Temperature,26.49,25/09/2023 06:34
READ_00458,FARM_008,Temperature,58,11/05/2023 08:24
READ_00459,FARM_003,SoilMoisture,30.31,09/06/2023 15:28
READ_00460,FARM_005,Temperature,65.79,21/07/2023 13:11
READ_00461,FARM_014,SoilMoisture,69.78,15/01/2023 19:38
READ_00462,FARM_016,SoilMoisture,59.09,19/01/2023 11:34
READ_00463,FARM_013,SoilMoisture,25.53,28/10/2023 20:37
READ_00464,FARM_001,SoilMoisture,54.17,10/08/2023 08:04
READ_00465,FARM_007,Temperature,73.5,01/02/2023 02:30
READ_00466,FARM_019,Temperature,6.27,16/10/2023 17:18
READ_00467,FARM_010,SoilMoisture,55.63,29/06/2023 07:18
READ_00468,FARM_011,Temperature,38.79,15/02/2023 11:36
READ_00469,FARM_001,Temperature,71.98,03/02/2023 05:04
READ_00470,FARM_006,SoilMoisture,6.66,29/04/2023 05:01
READ_00471,FARM_020,SoilMoisture,23.02,14/02/2023 04:23
READ_00472,FARM_019,Temperature,73.57,21/09/2023 15:09
READ_00473,FARM_013,SoilMoisture,20.45,08/02/2023 01:49
READ_00474,FARM_015,Temperature,60.83,15/08/2023 20:29
READ_00475,FARM_003,Temperature,40.57,18/06/2023 10:41
READ_00476,FARM_014,Temperature,15.1,17/02/2023 06:32
READ_00477,FARM_003,Temperature,46.12,09/04/2023 20:00
READ_00478,FARM_011,Temperature,13.47,16/01/2023 09:10
READ_00479,FARM_009,SoilMoisture,30.39,14/05/2023 05:57
READ_00480,FARM_006,SoilMoisture,48.57,17/04/2023 06:53
READ_00481,FARM_011,SoilMoisture,12.63,05/07/2023 17:59
READ_00482,FARM_004,Temperature,5.57,07/10/2023 07:47
READ_00483,FARM_018,SoilMoisture,18.76,10/07/2023 18:03
READ_00484,FARM_010,Temperature,66.32,27/08/2023 13:51
READ_00485,FARM_003,Temperature,12.56,17/04/2023 11:26
READ_00486,FARM_020,Temperature,13.59,26/08/2023 14:58
READ_00487,FARM_010,SoilMoisture,34.5,14/09/2023 15:16
READ_00488,FARM_015,SoilMoisture,11.27,21/10/2023 08:11
READ_00489,FARM_007,SoilMoisture,55.85,21/01/2023 03:35
READ_00490,FARM_006,SoilMoisture,40.78,02/05/2023 12:23
READ_00491,FARM_007,SoilMoisture,77.23,26/05/2023 12:31
READ_00492,FARM_011,SoilMoisture,49.48,01/02/2023 15:02
READ_00493,FARM_016,SoilMoisture,24.73,28/03/2023 13:33
READ_00494,FARM_014,Temperature,47.2,14/04/2023 14:03
READ_00495,FARM_003,SoilMoisture,19.59,01/10/2023 12:12
READ_00496,FARM_008,Temperature,50.01,12/02/2023 02:41
READ_00497,FARM_012,SoilMoisture,29.41,27/09/2023 00:35
READ_00498,FARM_001,SoilMoisture,56.89,10/10/2023 09:30
READ_00499,FARM_016,Temperature,27.93,01/03/2023 05:20
READ_00500,FARM_009,SoilMoisture,11.17,08/08/2023 10:28
READ_00501,FARM_019,Temperature,45.15,25/06/2023 08:03
READ_00502,FARM_002,SoilMoisture,24.74,03/01/2023 02:18
READ_00503,FARM_013,Temperature,50.13,09/03/2023 00:54
READ_00504,FARM_014,Temperature,67.27,19/07/2023 05:24
READ_00505,FARM_020,SoilMoisture,60.2,21/05/2023 06:27
READ_00506,FARM_009,Temperature,73.04,07/03/2023 17:39
READ_00507,FARM_012,Temperature,32.93,18/06/2023 20:27
READ_00508,FARM_002,Temperature,36.64,18/08/2023 01:41
READ_00509,FARM_014,Temperature,6.74,25/10/2023 05:41
READ_00510,FARM_016,SoilMoisture,15.83,08/03/2023 10:57
READ_00511,FARM_006,SoilMoisture,75.38,23/01/2023 02:14
READ_00512,FARM_007,Temperature,44.78,22/08/2023 23:44
READ_00513,FARM_015,Temperature,56.27,30/07/2023 06:47
READ_00514,FARM_012,Temperature,25.87,04/01/2023 12:55
READ_00515,FARM_005,Temperature,70.75,22/02/2023 02:08
READ_00516,FARM_008,SoilMoisture,73.02,26/01/2023 13:26
READ_00517,FARM_001,SoilMoisture,20.21,04/06/2023 12:34
READ_00518,FARM_001,SoilMoisture,49.45,17/08/2023 14:18
READ_00519,FARM_007,SoilMoisture,9.09,16/06/2023 12:58
READ_00520,FARM_020,SoilMoisture,15.78,02/08/2023 13:27
READ_00521,FARM_002,SoilMoisture,51.09,30/06/2023 10:51
READ_00522,FARM_010,Temperature,9.07,13/05/2023 15:32
READ_00523,FARM_008,Temperature,33.2,17/04/2023 15:58
READ_00524,FARM_006,Temperature,73.81,14/08/2023 23:15
READ_00525,FARM_004,Temperature,74.11,05/01/2023 10:42
READ_00526,FARM_016,SoilMoisture,12.69,25/01/2023 06:29
READ_00527,FARM_013,Temperature,67.55,07/02/2023 10:25
READ_00528,FARM_007,Temperature,70.92,01/04/2023 12:24
READ_00529,FARM_004,Temperature,43.45,20/07/2023 07:44
READ_00530,FARM_019,Temperature,78.51,28/05/2023 21:50
READ_00531,FARM_001,Temperature,41.61,19/04/2023 01:26
READ_00532,FARM_019,Temperature,44.28,16/01/2023 18:10
READ_00533,FARM_014,SoilMoisture,67.52,27/02/2023 14:44
READ_00534,FARM_016,Temperature,28.23,14/04/2023 07:48
READ_00535,FARM_019,SoilMoisture,47.36,09/06/2023 14:21
READ_00536,FARM_020,Temperature,19.11,28/09/2023 15:27
READ_00537,FARM_013,SoilMoisture,69.68,06/06/2023 06:45
READ_00538,FARM_020,Temperature,15.46,14/10/2023 13:40
READ_00539,FARM_006,Temperature,27.24,05/06/2023 07:24
READ_00540,FARM_017,SoilMoisture,69.52,09/09/2023 12:26
READ_00541,FARM_010,Temperature,75.04,15/04/2023 13:52
READ_00542,FARM_019,SoilMoisture,7.86,31/05/2023 16:53
READ_00543,FARM_005,Temperature,64.9,21/09/2023 16:40
READ_00544,FARM_013,SoilMoisture,62.93,03/08/2023 17:21
READ_00545,FARM_008,SoilMoisture,64.45,16/09/2023 05:00
READ_00546,FARM_018,SoilMoisture,53.47,15/03/2023 13:08
READ_00547,FARM_013,SoilMoisture,62.77,30/06/2023 14:01
READ_00548,FARM_016,Temperature,70.59,10/02/2023 21:29
READ_00549,FARM_016,SoilMoisture,20.7,04/05/2023 06:20
READ_00550,FARM_020,SoilMoisture,47.59,23/04/2023 16:06
READ_00551,FARM_016,Temperature,6.27,21/08/2023 11:20
READ_00552,FARM_010,Temperature,20.95,01/01/2023 00:23
READ_00553,FARM_017,Temperature,55.38,09/07/2023 05:29
READ_00554,FARM_003,Temperature,11.23,01/10/2023 18:30
READ_00555,FARM_001,SoilMoisture,40.42,25/04/2023 06:22
READ_00556,FARM_006,Temperature,7.69,06/07/2023 09:12
READ_00557,FARM_004,Temperature,71.17,21/03/2023 03:05
READ_00558,FARM_007,Temperature,72.91,10/09/2023 11:57
READ_00559,FARM_002,Temperature,10.88,06/05/2023 19:12
READ_00560,FARM_015,SoilMoisture,14.93,09/02/2023 05:18
READ_00561,FARM_015,SoilMoisture,62.8,13/06/2023 09:23
READ_00562,FARM_020,SoilMoisture,30.71,07/09/2023 19:50
READ_00563,FARM_004,SoilMoisture,71.47,21/04/2023 16:44
READ_00564,FARM_020,SoilMoisture,11.66,01/04/2023 06:10
READ_00565,FARM_001,Temperature,61.98,15/01/2023 20:54
READ_00566,FARM_010,SoilMoisture,36.78,15/03/2023 17:16
READ_00567,FARM_008,Temperature,31.07,09/03/2023 08:49
READ_00568,FARM_002,SoilMoisture,51.7,01/01/2023 06:34
READ_00569,FARM_007,Temperature,46.07,18/04/2023 09:50
READ_00570,FARM_010,SoilMoisture,19.98,18/02/2023 12:26
READ_00571,FARM_003,Temperature,12.88,24/05/2023 17:37
READ_00572,FARM_014,Temperature,14.73,15/09/2023 08:56
READ_00573,FARM_020,SoilMoisture,40.54,25/07/2023 13:01
READ_00574,FARM_014,Temperature,12.08,31/05/2023 15:22
READ_00575,FARM_001,SoilMoisture,34.91,08/08/2023 22:10
READ_00576,FARM_017,SoilMoisture,55.4,29/04/2023 09:17
READ_00577,FARM_004,Temperature,48.48,31/08/2023 08:32
READ_00578,FARM_009,SoilMoisture,18.17,14/06/2023 05:41
READ_00579,FARM_020,SoilMoisture,31.25,02/07/2023 13:59
READ_00580,FARM_020,Temperature,75.49,23/04/2023 23:45
READ_00581,FARM_009,SoilMoisture,12.35,30/03/2023 02:25
READ_00582,FARM_009,SoilMoisture,37.22,07/02/2023 18:01
READ_00583,FARM_007,SoilMoisture,32.42,26/07/2023 01:35
READ_00584,FARM_002,Temperature,74.21,21/07/2023 02:41
READ_00585,FARM_015,SoilMoisture,20.62,06/04/2023 04:28
READ_00586,FARM_009,SoilMoisture,51.69,01/10/2023 07:54
READ_00587,FARM_007,SoilMoisture,63.78,19/09/2023 15:33
READ_00588,FARM_004,SoilMoisture,68.68,20/10/2023 14:24
READ_00589,FARM_004,Temperature,30.36,10/07/2023 16:42
READ_00590,FARM_002,SoilMoisture,64.1,13/04/2023 11:56
READ_00591,FARM_012,Temperature,47.87,13/01/2023 18:38
READ_00592,FARM_018,Temperature,57.35,15/10/2023 20:49
READ_00593,FARM_001,Temperature,32.9,18/07/2023 22:01
READ_00594,FARM_008,Temperature,7.7,15/08/2023 15:46
READ_00595,FARM_011,SoilMoisture,68.26,27/07/2023 01:21
READ_00596,FARM_001,Temperature,66.7,15/08/2023 21:35
READ_00597,FARM_011,Temperature,7.62,13/10/2023 22:59
READ_00598,FARM_014,SoilMoisture,69.76,09/05/2023 15:52
READ_00599,FARM_011,SoilMoisture,73.36,24/06/2023 03:59
READ_00600,FARM_002,SoilMoisture,63.66,12/07/2023 04:31
READ_00601,FARM_005,Temperature,72.82,05/09/2023 10:10
READ_00602,FARM_010,SoilMoisture,55.57,17/06/2023 13:58
READ_00603,FARM_002,Temperature,74.57,20/01/2023 09:11
READ_00604,FARM_006,Temperature,21.92,09/09/2023 08:10
READ_00605,FARM_002,Temperature,46.16,17/03/2023 22:33
READ_00606,FARM_007,SoilMoisture,74.34,19/08/2023 06:06
READ_00607,FARM_017,SoilMoisture,56.52,20/01/2023 22:04
READ_00608,FARM_007,Temperature,36.47,05/09/2023 07:13
READ_00609,FARM_008,Temperature,24.71,04/06/2023 19:36
READ_00610,FARM_017,Temperature,67.94,18/01/2023 16:06
READ_00611,FARM_008,Temperature,58.49,06/01/2023 05:54
READ_00612,FARM_012,SoilMoisture,34.89,12/04/2023 00:28
READ_00613,FARM_016,SoilMoisture,27.32,15/03/2023 19:41
READ_00614,FARM_016,SoilMoisture,58.1,12/01/2023 17:22
READ_00615,FARM_002,SoilMoisture,23.14,30/07/2023 05:12
READ_00616,FARM_010,Temperature,46.13,09/09/2023 09:48
READ_00617,FARM_006,SoilMoisture,20.49,23/09/2023 13:47
READ_00618,FARM_008,Temperature,25.05,16/03/2023 13:09
READ_00619,FARM_001,Temperature,5.21,13/03/2023 16:52
READ_00620,FARM_017,Temperature,70.4,12/04/2023 19:44
READ_00621,FARM_014,Temperature,12.29,07/10/2023 17:10
READ_00622,FARM_007,SoilMoisture,12.98,28/01/2023 11:48
READ_00623,FARM_007,Temperature,22.06,06/07/2023 20:21
READ_00624,FARM_003,SoilMoisture,71.48,26/07/2023 18:32
READ_00625,FARM_001,SoilMoisture,13.6,02/04/2023 23:53
READ_00626,FARM_015,SoilMoisture,19.9,08/02/2023 13:34
READ_00627,FARM_010,Temperature,52.12,23/09/2023 16:58
READ_00628,FARM_001,SoilMoisture,45.88,18/05/2023 04:41
READ_00629,FARM_009,Temperature,45.76,01/10/2023 17:36
READ_00630,FARM_020,Temperature,60.83,13/08/2023 23:55
READ_00631,FARM_006,SoilMoisture,69.5,15/04/2023 04:12
READ_00632,FARM_010,SoilMoisture,44.75,27/04/2023 21:29
READ_00633,FARM_009,Temperature,28.69,04/04/2023 04:04
READ_00634,FARM_008,Temperature,30.09,20/03/2023 10:54
READ_00635,FARM_010,SoilMoisture,31.48,16/05/2023 15:59
READ_00636,FARM_020,SoilMoisture,10.71,25/09/2023 09:29
READ_00637,FARM_015,SoilMoisture,73.18,21/03/2023 19:05
READ_00638,FARM_016,SoilMoisture,13.26,02/09/2023 04:04
READ_00639,FARM_004,SoilMoisture,65.38,18/09/2023 08:24
READ_00640,FARM_006,Temperature,37.98,03/02/2023 01:26
READ_00641,FARM_010,SoilMoisture,25.52,01/10/2023 22:36
READ_00642,FARM_018,Temperature,69,15/07/2023 13:02
READ_00643,FARM_009,Temperature,51.01,15/02/2023 23:56
READ_00644,FARM_018,SoilMoisture,54.12,26/06/2023 17:36
READ_00645,FARM_015,SoilMoisture,57.77,20/06/2023 11:03
READ_00646,FARM_015,Temperature,17.76,26/05/2023 19:31
READ_00647,FARM_014,Temperature,6.59,29/08/2023 10:19
READ_00648,FARM_020,SoilMoisture,79.87,26/10/2023 06:43
READ_00649,FARM_017,Temperature,60.09,18/09/2023 05:13
READ_00650,FARM_018,Temperature,77.64,12/06/2023 15:16
READ_00651,FARM_005,SoilMoisture,22.24,12/02/2023 13:15
READ_00652,FARM_007,SoilMoisture,28.23,26/07/2023 08:18
READ_00653,FARM_014,SoilMoisture,75.67,13/05/2023 21:00
READ_00654,FARM_016,SoilMoisture,45.12,28/02/2023 02:38
READ_00655,FARM_002,SoilMoisture,74.68,06/03/2023 01:45
READ_00656,FARM_012,Temperature,58.99,05/03/2023 23:17
READ_00657,FARM_006,SoilMoisture,73.67,06/04/2023 22:11
READ_00658,FARM_011,SoilMoisture,33.92,06/09/2023 22:35
READ_00659,FARM_016,SoilMoisture,72.37,10/02/2023 01:26
READ_00660,FARM_012,Temperature,39.04,27/06/2023 12:16
READ_00661,FARM_017,SoilMoisture,6.69,27/02/2023 18:53
READ_00662,FARM_008,Temperature,13.46,02/07/2023 20:55
READ_00663,FARM_002,SoilMoisture,23.53,20/01/2023 13:12
READ_00664,FARM_016,Temperature,20.89,17/04/2023 05:55
READ_00665,FARM_016,Temperature,58.65,21/01/2023 11:10
READ_00666,FARM_013,Temperature,27.83,17/08/2023 19:14
READ_00667,FARM_018,SoilMoisture,10.68,13/05/2023 04:00
READ_00668,FARM_012,Temperature,44.62,22/07/2023 19:45
READ_00669,FARM_009,Temperature,18.5,24/09/2023 00:17
READ_00670,FARM_014,Temperature,75.62,23/06/2023 07:29
READ_00671,FARM_013,SoilMoisture,28.59,29/05/2023 02:03
READ_00672,FARM_018,SoilMoisture,6.8,09/07/2023 23:31
READ_00673,FARM_008,SoilMoisture,25.89,20/10/2023 03:48
READ_00674,FARM_002,SoilMoisture,18.05,07/09/2023 15:02
READ_00675,FARM_007,SoilMoisture,61.73,01/06/2023 13:59
READ_00676,FARM_013,Temperature,19.69,03/03/2023 15:17
READ_00677,FARM_005,SoilMoisture,25.96,23/05/2023 12:30
READ_00678,FARM_018,SoilMoisture,46.01,01/06/2023 02:14
READ_00679,FARM_006,SoilMoisture,34.24,27/01/2023 12:48
READ_00680,FARM_010,SoilMoisture,35.13,22/07/2023 15:06
READ_00681,FARM_015,SoilMoisture,17.28,26/04/2023 00:38
READ_00682,FARM_005,Temperature,48.65,15/09/2023 01:59
READ_00683,FARM_002,SoilMoisture,63.75,02/04/2023 21:21
READ_00684,FARM_019,Temperature,31.74,05/08/2023 12:39
READ_00685,FARM_017,SoilMoisture,45.89,27/07/2023 06:12
READ_00686,FARM_012,Temperature,72.76,03/02/2023 06:12
READ_00687,FARM_014,SoilMoisture,52.45,28/08/2023 06:44
READ_00688,FARM_012,SoilMoisture,51.95,31/03/2023 00:07
READ_00689,FARM_010,Temperature,9.89,21/09/2023 03:19
READ_00690,FARM_018,SoilMoisture,78.04,03/10/2023 15:22
READ_00691,FARM_014,Temperature,33.26,11/01/2023 01:16
READ_00692,FARM_006,Temperature,13.89,23/05/2023 00:21
READ_00693,FARM_001,SoilMoisture,30.47,21/07/2023 19:10
READ_00694,FARM_010,SoilMoisture,39.3,07/05/2023 07:06
READ_00695,FARM_007,Temperature,45.19,15/02/2023 07:43
READ_00696,FARM_003,SoilMoisture,77.47,22/04/2023 04:29
READ_00697,FARM_019,Temperature,32.45,25/01/2023 10:09
READ_00698,FARM_016,SoilMoisture,9.4,23/04/2023 21:14
READ_00699,FARM_008,SoilMoisture,23.68,22/02/2023 01:12
READ_00700,FARM_002,Temperature,51.12,02/02/2023 19:56
READ_00701,FARM_009,Temperature,54.3,28/08/2023 04:05
READ_00702,FARM_017,SoilMoisture,51.32,25/04/2023 12:42
READ_00703,FARM_004,SoilMoisture,73.12,22/01/2023 18:48
READ_00704,FARM_003,Temperature,60.25,19/01/2023 16:17
READ_00705,FARM_009,Temperature,59.01,21/09/2023 16:47
READ_00706,FARM_004,SoilMoisture,62.22,27/02/2023 01:47
READ_00707,FARM_011,Temperature,20.63,14/06/2023 09:19
READ_00708,FARM_015,SoilMoisture,13.97,09/08/2023 18:57
READ_00709,FARM_006,Temperature,78.64,08/06/2023 23:16
READ_00710,FARM_002,SoilMoisture,57.16,26/03/2023 11:57
READ_00711,FARM_012,Temperature,30.45,19/09/2023 15:17
READ_00712,FARM_020,Temperature,44.56,10/06/2023 00:34
READ_00713,FARM_011,Temperature,39.31,09/10/2023 09:26
READ_00714,FARM_017,SoilMoisture,25.16,30/08/2023 06:37
READ_00715,FARM_007,Temperature,18.13,03/08/2023 10:15
READ_00716,FARM_001,Temperature,17.87,27/09/2023 14:10
READ_00717,FARM_010,SoilMoisture,53.29,23/08/2023 05:25
READ_00718,FARM_018,SoilMoisture,30.49,21/02/2023 14:49
READ_00719,FARM_018,Temperature,77.71,07/08/2023 12:05
READ_00720,FARM_005,SoilMoisture,52.31,11/10/2023 07:16
READ_00721,FARM_017,SoilMoisture,55.52,01/08/2023 04:13
READ_00722,FARM_005,Temperature,10.25,13/10/2023 00:48
READ_00723,FARM_009,SoilMoisture,8.62,12/09/2023 03:17
READ_00724,FARM_018,SoilMoisture,73.47,02/08/2023 16:21
READ_00725,FARM_001,SoilMoisture,63.73,20/06/2023 12:26
READ_00726,FARM_017,SoilMoisture,65.05,03/05/2023 21:06
READ_00727,FARM_001,SoilMoisture,31.67,07/09/2023 10:28
READ_00728,FARM_001,SoilMoisture,32.39,04/07/2023 00:02
READ_00729,FARM_018,Temperature,66.5,28/09/2023 06:08
READ_00730,FARM_018,SoilMoisture,48.44,25/07/2023 23:11
READ_00731,FARM_016,Temperature,23.56,15/02/2023 08:34
READ_00732,FARM_013,Temperature,25.91,22/02/2023 15:51
READ_00733,FARM_018,Temperature,16.66,21/10/2023 13:36
READ_00734,FARM_006,Temperature,9.91,13/03/2023 00:08
READ_00735,FARM_014,Temperature,19.08,23/07/2023 22:51
READ_00736,FARM_017,Temperature,8.92,17/02/2023 05:00
READ_00737,FARM_007,Temperature,76.98,25/04/2023 21:50
READ_00738,FARM_013,Temperature,24.17,16/10/2023 02:08
READ_00739,FARM_004,SoilMoisture,65.41,30/04/2023 10:12
READ_00740,FARM_018,SoilMoisture,43.85,09/08/2023 02:11
READ_00741,FARM_007,Temperature,29.87,02/06/2023 22:36
READ_00742,FARM_019,SoilMoisture,5.72,10/01/2023 21:59
READ_00743,FARM_005,SoilMoisture,15.47,24/02/2023 17:19
READ_00744,FARM_008,Temperature,70.86,13/05/2023 11:37
READ_00745,FARM_003,Temperature,16.17,19/02/2023 18:06
READ_00746,FARM_016,Temperature,33.51,02/06/2023 07:07
READ_00747,FARM_010,SoilMoisture,26.57,16/03/2023 05:14
READ_00748,FARM_010,SoilMoisture,32.97,31/07/2023 13:22
READ_00749,FARM_017,SoilMoisture,37.67,27/01/2023 18:26
READ_00750,FARM_003,SoilMoisture,66.97,19/10/2023 18:36
READ_00751,FARM_001,SoilMoisture,60.7,06/02/2023 01:52
READ_00752,FARM_003,SoilMoisture,76.24,09/02/2023 02:59
READ_00753,FARM_008,SoilMoisture,48.94,03/02/2023 04:43
READ_00754,FARM_005,SoilMoisture,41.63,07/08/2023 22:38
READ_00755,FARM_001,SoilMoisture,46.51,22/04/2023 21:45
READ_00756,FARM_010,Temperature,71.79,01/04/2023 01:52
READ_00757,FARM_013,SoilMoisture,52.41,10/02/2023 22:03
READ_00758,FARM_001,SoilMoisture,79.52,20/10/2023 08:29
READ_00759,FARM_012,SoilMoisture,42.25,08/07/2023 13:15
READ_00760,FARM_018,SoilMoisture,16.7,12/02/2023 21:58
READ_00761,FARM_007,Temperature,51.29,20/09/2023 08:34
READ_00762,FARM_020,SoilMoisture,6,02/08/2023 04:34
READ_00763,FARM_014,Temperature,29.79,20/09/2023 09:31
READ_00764,FARM_016,SoilMoisture,78.85,16/10/2023 21:01
READ_00765,FARM_011,SoilMoisture,71.37,13/02/2023 04:06
READ_00766,FARM_016,SoilMoisture,59.58,01/07/2023 05:51
READ_00767,FARM_018,SoilMoisture,44.48,04/06/2023 13:05
READ_00768,FARM_020,Temperature,76.56,14/03/2023 00:09
READ_00769,FARM_020,Temperature,35.09,24/07/2023 06:48
READ_00770,FARM_017,SoilMoisture,77.38,03/08/2023 16:12
READ_00771,FARM_010,SoilMoisture,56.66,14/05/2023 06:11
READ_00772,FARM_020,SoilMoisture,24.19,13/08/2023 20:10
READ_00773,FARM_019,SoilMoisture,19.41,25/03/2023 10:05
READ_00774,FARM_020,SoilMoisture,72.73,02/01/2023 16:35
READ_00775,FARM_007,Temperature,12.63,15/09/2023 11:38
READ_00776,FARM_009,Temperature,77.24,29/01/2023 05:27
READ_00777,FARM_004,Temperature,38.28,09/01/2023 21:35
READ_00778,FARM_004,Temperature,61.4,15/02/2023 11:53
READ_00779,FARM_019,SoilMoisture,31.45,05/10/2023 15:42
READ_00780,FARM_004,Temperature,61.1,01/09/2023 11:25
READ_00781,FARM_007,Temperature,33.09,10/10/2023 08:55
READ_00782,FARM_010,SoilMoisture,55.14,02/03/2023 12:59
READ_00783,FARM_014,SoilMoisture,45.22,17/01/2023 01:57
READ_00784,FARM_008,Temperature,52.35,04/06/2023 06:47
READ_00785,FARM_002,Temperature,9.49,28/10/2023 14:48
READ_00786,FARM_019,Temperature,50.53,20/03/2023 07:44
READ_00787,FARM_007,SoilMoisture,10.58,07/10/2023 18:47
READ_00788,FARM_005,Temperature,29.49,13/04/2023 12:33
READ_00789,FARM_014,Temperature,55.24,24/10/2023 03:18
READ_00790,FARM_001,Temperature,66.52,08/06/2023 20:59
READ_00791,FARM_013,SoilMoisture,26.52,25/10/2023 19:16
READ_00792,FARM_004,SoilMoisture,40.07,02/01/2023 23:30
READ_00793,FARM_018,SoilMoisture,26.74,29/01/2023 09:21
READ_00794,FARM_013,Temperature,59.75,01/06/2023 16:47
READ_00795,FARM_001,Temperature,12.26,27/06/2023 03:40
READ_00796,FARM_001,SoilMoisture,60.5,15/09/2023 16:39
READ_00797,FARM_020,SoilMoisture,77.92,25/01/2023 20:59
READ_00798,FARM_015,SoilMoisture,76.61,11/05/2023 11:15
READ_00799,FARM_011,SoilMoisture,28.67,09/04/2023 09:16
READ_00800,FARM_013,Temperature,20.33,04/04/2023 08:29
READ_00801,FARM_013,SoilMoisture,7.9,24/02/2023 11:16
READ_00802,FARM_003,SoilMoisture,10.11,06/05/2023 14:32
READ_00803,FARM_014,SoilMoisture,26.68,24/06/2023 12:18
READ_00804,FARM_003,SoilMoisture,77.35,21/03/2023 09:00
READ_00805,FARM_004,Temperature,48.04,12/09/2023 13:08
READ_00806,FARM_009,SoilMoisture,35.41,25/01/2023 01:46
READ_00807,FARM_015,Temperature,26.35,12/09/2023 03:30
READ_00808,FARM_014,SoilMoisture,10.64,18/04/2023 07:47
READ_00809,FARM_001,Temperature,9.27,15/03/2023 18:20
READ_00810,FARM_017,SoilMoisture,65.2,09/05/2023 05:10
READ_00811,FARM_018,Temperature,19.91,01/03/2023 18:09
READ_00812,FARM_007,SoilMoisture,6.02,23/04/2023 07:34
READ_00813,FARM_013,SoilMoisture,59.55,02/02/2023 13:02
READ_00814,FARM_020,SoilMoisture,40.75,02/08/2023 19:38
READ_00815,FARM_018,SoilMoisture,36.61,21/07/2023 14:37
READ_00816,FARM_010,SoilMoisture,52.19,12/01/2023 17:30
READ_00817,FARM_006,Temperature,12.56,19/08/2023 07:24
READ_00818,FARM_014,Temperature,19.12,30/03/2023 15:49
READ_00819,FARM_020,Temperature,51.75,04/07/2023 03:38
READ_00820,FARM_014,SoilMoisture,13.43,21/03/2023 15:09
READ_00821,FARM_014,Temperature,7.13,29/06/2023 22:21
READ_00822,FARM_004,Temperature,5.05,18/09/2023 16:50
READ_00823,FARM_008,Temperature,46.99,15/06/2023 04:04
READ_00824,FARM_008,SoilMoisture,70.41,19/04/2023 00:39
READ_00825,FARM_015,Temperature,23.6,26/10/2023 22:34
READ_00826,FARM_014,Temperature,78.05,27/09/2023 03:05
READ_00827,FARM_001,Temperature,67.72,31/08/2023 06:42
READ_00828,FARM_012,Temperature,13.36,22/07/2023 07:21
READ_00829,FARM_013,SoilMoisture,47.3,02/10/2023 11:24
READ_00830,FARM_009,SoilMoisture,57.78,28/09/2023 01:06
READ_00831,FARM_002,SoilMoisture,73.21,03/03/2023 08:41
