farm_id,date,sensor_type,region,crop_type,reading_value_mean,reading_value_min,reading_value_max,reading_value_std,reading_value_count
FARM_006,2023-09-23,SoilMoisture,Highlands,Wheat,20.49,20.49,20.49,,1
FARM_006,2023-09-29,SoilMoisture,Highlands,Wheat,61.68,61.68,61.68,,1
FARM_006,2023-10-02,SoilMoisture,Highlands,Wheat,55.55,55.55,55.55,,1
FARM_006,2023-10-03,SoilMoisture,Highlands,Wheat,49.91,49.91,49.91,,1
FARM_006,2023-10-06,SoilMoisture,Highlands,Wheat,16.18,16.18,16.18,,1
FARM_007,2023-01-06,SoilMoisture,Aberdeenshire,Rye,59.91,59.91,59.91,,1
FARM_007,2023-01-11,SoilMoisture,Aberdeenshire,Rye,17.37,17.37,17.37,,1
FARM_007,2023-01-20,SoilMoisture,Aberdeenshire,Rye,69.22,69.22,69.22,,1
FARM_007,2023-01-21,SoilMoisture,Aberdeenshire,Rye,55.85,55.85,55.85,,1
FARM_007,2023-01-24,SoilMoisture,Aberdeenshire,Rye,8.97,8.97,8.97,,1
FARM_007,2023-01-28,SoilMoisture,Aberdeenshire,Rye,12.98,12.98,12.98,,1
FARM_007,2023-03-25,SoilMoisture,Aberdeenshire,Rye,29.11,29.11,29.11,,1
FARM_007,2023-03-26,SoilMoisture,Aberdeenshire,Rye,32.31,32.31,32.31,,1
FARM_007,2023-03-30,SoilMoisture,Aberdeenshire,Rye,34.19,34.19,34.19,,1
FARM_007,2023-04-13,SoilMoisture,Aberdeenshire,Rye,37.19,37.19,37.19,,1
FARM_007,2023-04-20,SoilMoisture,Aberdeenshire,Rye,63.49,55.46,71.52,11.36,2
FARM_007,2023-04-23,SoilMoisture,Aberdeenshire,Rye,6.02,6.02,6.02,,1
FARM_007,2023-05-17,SoilMoisture,Aberdeenshire,Rye,25.8,12.8,38.8,18.38,2
FARM_007,2023-05-26,SoilMoisture,Aberdeenshire,Rye,52.04,26.86,77.23,35.62,2
FARM_007,2023-06-01,SoilMoisture,Aberdeenshire,Rye,61.73,61.73,61.73,,1
FARM_007,2023-06-06,SoilMoisture,Aberdeenshire,Rye,6.28,6.28,6.28,,1
FARM_007,2023-06-12,SoilMoisture,Aberdeenshire,Rye,65.12,65.12,65.12,,1
FARM_007,2023-06-16,SoilMoisture,Aberdeenshire,Rye,9.09,9.09,9.09,,1
FARM_007,2023-06-27,SoilMoisture,Aberdeenshire,Rye,55.07,55.07,55.07,,1
FARM_007,2023-07-16,SoilMoisture,Aberdeenshire,Rye,7.9,7.9,7.9,,1
FARM_007,2023-07-26,SoilMoisture,Aberdeenshire,Rye,37.24,28.23,51.08,12.16,3
FARM_007,2023-08-06,SoilMoisture,Aberdeenshire,Rye,32.21,32.21,32.21,,1
FARM_007,2023-08-19,SoilMoisture,Aberdeenshire,Rye,74.34,74.34,74.34,,1
FARM_007,2023-09-04,SoilMoisture,Aberdeenshire,Rye,61.08,61.08,61.08,,1
FARM_007,2023-09-19,SoilMoisture,Aberdeenshire,Rye,63.78,63.78,63.78,,1
FARM_007,2023-09-27,SoilMoisture,Aberdeenshire,Rye,7.23,7.23,7.23,,1
FARM_007,2023-10-02,SoilMoisture,Aberdeenshire,Rye,69.82,69.82,69.82,,1
FARM_007,2023-10-07,SoilMoisture,Aberdeenshire,Rye,9.27,7.96,10.58,1.85,2
FARM_007,2023-10-23,SoilMoisture,Aberdeenshire,Rye,45.38,45.38,45.38,,1
FARM_007,2023-10-24,SoilMoisture,Aberdeenshire,Rye,38.11,38.11,38.11,,1
FARM_008,2023-01-06,SoilMoisture,Angus,Wheat,42.47,42.47,42.47,,1
FARM_008,2023-01-23,SoilMoisture,Angus,Wheat,53.14,53.14,53.14,,1
FARM_008,2023-01-26,SoilMoisture,Angus,Wheat,41.32,9.62,73.02,44.83,2
FARM_008,2023-01-28,SoilMoisture,Angus,Wheat,26.13,26.13,26.13,,1
FARM_008,2023-02-01,SoilMoisture,Angus,Wheat,64.33,64.33,64.33,,1
FARM_008,2023-02-02,SoilMoisture,Angus,Wheat,9.73,9.73,9.73,,1
FARM_008,2023-02-03,SoilMoisture,Angus,Wheat,48.94,48.94,48.94,,1
FARM_008,2023-02-05,SoilMoisture,Angus,Wheat,31.79,31.79,31.79,,1
FARM_008,2023-02-09,SoilMoisture,Angus,Wheat,19.04,19.04,19.04,,1
FARM_008,2023-02-19,SoilMoisture,Angus,Wheat,5.13,5.13,5.13,,1
FARM_008,2023-02-22,SoilMoisture,Angus,Wheat,51.3,23.68,78.92,39.06,2
FARM_008,2023-02-25,SoilMoisture,Angus,Wheat,61.52,61.52,61.52,,1
FARM_008,2023-03-06,SoilMoisture,Angus,Wheat,78.61,78.61,78.61,,1
FARM_008,2023-03-28,SoilMoisture,Angus,Wheat,48.06,48.06,48.06,,1
FARM_008,2023-04-16,SoilMoisture,Angus,Wheat,11.36,11.36,11.36,,1
FARM_008,2023-04-19,SoilMoisture,Angus,Wheat,70.41,70.41,70.41,,1
FARM_008,2023-04-22,SoilMoisture,Angus,Wheat,5.83,5.83,5.83,,1
FARM_008,2023-04-27,SoilMoisture,Angus,Wheat,48.98,21.31,76.64,39.12,2
FARM_008,2023-04-30,SoilMoisture,Angus,Wheat,17.19,17.19,17.19,,1
FARM_008,2023-05-02,SoilMoisture,Angus,Wheat,59.68,59.68,59.68,,1
FARM_008,2023-05-23,SoilMoisture,Angus,Wheat,59.53,59.53,59.53,,1
FARM_008,2023-05-31,SoilMoisture,Angus,Wheat,6.67,6.67,6.67,,1
FARM_008,2023-06-03,SoilMoisture,Angus,Wheat,75.55,75.55,75.55,,1
FARM_008,2023-06-14,SoilMoisture,Angus,Wheat,38.69,38.69,38.69,,1
FARM_008,2023-06-19,SoilMoisture,Angus,Wheat,20.42,20.42,20.42,,1
FARM_008,2023-07-01,SoilMoisture,Angus,Wheat,31.64,31.64,31.64,,1
FARM_008,2023-07-02,SoilMoisture,Angus,Wheat,18.28,18.28,18.28,,1
FARM_008,2023-07-08,SoilMoisture,Angus,Wheat,78.74,78.74,78.74,,1
FARM_008,2023-07-12,SoilMoisture,Angus,Wheat,46.0,46.0,46.0,,1
FARM_008,2023-07-24,SoilMoisture,Angus,Wheat,47.55,47.55,47.55,,1
FARM_008,2023-07-26,SoilMoisture,Angus,Wheat,14.92,14.92,14.92,,1
FARM_008,2023-08-07,SoilMoisture,Angus,Wheat,47.82,47.82,47.82,,1
FARM_008,2023-08-12,SoilMoisture,Angus,Wheat,71.07,71.07,71.07,,1
FARM_008,2023-08-18,SoilMoisture,Angus,Wheat,45.95,35.7,56.2,14.5,2
FARM_008,2023-08-20,SoilMoisture,Angus,Wheat,48.94,48.94,48.94,,1
FARM_008,2023-08-23,SoilMoisture,Angus,Wheat,78.0,78.0,78.0,,1
FARM_008,2023-09-04,SoilMoisture,Angus,Wheat,55.37,55.37,55.37,,1
FARM_008,2023-09-10,SoilMoisture,Angus,Wheat,73.85,73.85,73.85,,1
FARM_008,2023-09-16,SoilMoisture,Angus,Wheat,64.45,64.45,64.45,,1
FARM_008,2023-09-18,SoilMoisture,Angus,Wheat,59.41,59.41,59.41,,1
FARM_008,2023-09-20,SoilMoisture,Angus,Wheat,21.5,21.5,21.5,,1
FARM_008,2023-09-29,SoilMoisture,Angus,Wheat,41.49,41.49,41.49,,1
FARM_008,2023-10-03,SoilMoisture,Angus,Wheat,58.03,58.03,58.03,,1
FARM_008,2023-10-09,SoilMoisture,Angus,Wheat,58.31,58.31,58.31,,1
FARM_008,2023-10-15,SoilMoisture,Angus,Wheat,24.08,24.08,24.08,,1
FARM_008,2023-10-20,SoilMoisture,Angus,Wheat,25.89,25.89,25.89,,1
FARM_008,2023-10-23,SoilMoisture,Angus,Wheat,70.09,70.09,70.09,,1
FARM_008,2023-10-27,SoilMoisture,Angus,Wheat,70.99,70.99,70.99,,1
FARM_009,2023-01-01,SoilMoisture,Aberdeenshire,Potatoes,51.58,39.17,64.0,17.56,2
FARM_009,2023-01-06,SoilMoisture,Aberdeenshire,Potatoes,21.17,21.17,21.17,,1
FARM_009,2023-01-14,SoilMoisture,Aberdeenshire,Potatoes,31.79,31.79,31.79,,1
FARM_009,2023-01-17,SoilMoisture,Aberdeenshire,Potatoes,14.04,14.04,14.04,,1
FARM_009,2023-01-18,SoilMoisture,Aberdeenshire,Potatoes,29.54,29.54,29.54,,1
FARM_009,2023-01-25,SoilMoisture,Aberdeenshire,Potatoes,35.41,35.41,35.41,,1
FARM_009,2023-01-29,SoilMoisture,Aberdeenshire,Potatoes,62.2,62.2,62.2,,1
FARM_009,2023-02-07,SoilMoisture,Aberdeenshire,Potatoes,21.92,6.62,37.22,21.64,2
FARM_009,2023-02-10,SoilMoisture,Aberdeenshire,Potatoes,73.81,73.81,73.81,,1
FARM_009,2023-02-12,SoilMoisture,Aberdeenshire,Potatoes,71.68,71.68,71.68,,1
FARM_009,2023-02-14,SoilMoisture,Aberdeenshire,Potatoes,13.23,13.23,13.23,,1
FARM_009,2023-02-17,SoilMoisture,Aberdeenshire,Potatoes,26.56,8.88,44.25,25.01,2
FARM_009,2023-02-18,SoilMoisture,Aberdeenshire,Potatoes,58.59,58.59,58.59,,1
FARM_009,2023-03-16,SoilMoisture,Aberdeenshire,Potatoes,35.37,35.37,35.37,,1
FARM_009,2023-03-24,SoilMoisture,Aberdeenshire,Potatoes,61.57,61.57,61.57,,1
FARM_009,2023-03-29,SoilMoisture,Aberdeenshire,Potatoes,73.83,73.83,73.83,,1
FARM_009,2023-03-30,SoilMoisture,Aberdeenshire,Potatoes,12.35,12.35,12.35,,1
FARM_009,2023-04-02,SoilMoisture,Aberdeenshire,Potatoes,28.17,28.17,28.17,,1
FARM_009,2023-04-03,SoilMoisture,Aberdeenshire,Potatoes,59.94,59.94,59.94,,1
FARM_009,2023-04-20,SoilMoisture,Aberdeenshire,Potatoes,75.23,75.23,75.23,,1
FARM_009,2023-04-21,SoilMoisture,Aberdeenshire,Potatoes,27.69,27.69,27.69,,1
FARM_009,2023-05-07,SoilMoisture,Aberdeenshire,Potatoes,17.49,17.49,17.49,,1
FARM_009,2023-05-14,SoilMoisture,Aberdeenshire,Potatoes,30.39,30.39,30.39,,1
FARM_009,2023-05-19,SoilMoisture,Aberdeenshire,Potatoes,55.28,55.28,55.28,,1
FARM_009,2023-05-23,SoilMoisture,Aberdeenshire,Potatoes,67.49,67.49,67.49,,1
FARM_009,2023-06-01,SoilMoisture,Aberdeenshire,Potatoes,44.41,44.41,44.41,,1
FARM_009,2023-06-03,SoilMoisture,Aberdeenshire,Potatoes,36.5,36.5,36.5,,1
FARM_009,2023-06-05,SoilMoisture,Aberdeenshire,Potatoes,47.51,47.51,47.51,,1
FARM_009,2023-06-08,SoilMoisture,Aberdeenshire,Potatoes,39.02,39.02,39.02,,1
FARM_009,2023-06-14,SoilMoisture,Aberdeenshire,Potatoes,18.17,18.17,18.17,,1
FARM_009,2023-06-15,SoilMoisture,Aberdeenshire,Potatoes,59.02,59.02,59.02,,1
FARM_009,2023-06-22,SoilMoisture,Aberdeenshire,Potatoes,54.85,54.85,54.85,,1
FARM_009,2023-06-27,SoilMoisture,Aberdeenshire,Potatoes,39.05,39.05,39.05,,1
FARM_009,2023-07-01,SoilMoisture,Aberdeenshire,Potatoes,54.1,54.1,54.1,,1
FARM_009,2023-07-08,SoilMoisture,Aberdeenshire,Potatoes,39.29,39.29,39.29,,1
FARM_009,2023-07-27,SoilMoisture,Aberdeenshire,Potatoes,7.16,7.16,7.16,,1
FARM_009,2023-08-03,SoilMoisture,Aberdeenshire,Potatoes,10.82,10.82,10.82,,1
FARM_009,2023-08-04,SoilMoisture,Aberdeenshire,Potatoes,37.56,37.56,37.56,,1
FARM_009,2023-08-08,SoilMoisture,Aberdeenshire,Potatoes,11.17,11.17,11.17,,1
FARM_009,2023-08-10,SoilMoisture,Aberdeenshire,Potatoes,5.5,5.5,5.5,,1
FARM_009,2023-08-21,SoilMoisture,Aberdeenshire,Potatoes,70.13,70.13,70.13,,1
FARM_009,2023-08-23,SoilMoisture,Aberdeenshire,Potatoes,73.02,73.02,73.02,,1
FARM_009,2023-08-27,SoilMoisture,Aberdeenshire,Potatoes,50.54,50.54,50.54,,1
FARM_009,2023-08-30,SoilMoisture,Aberdeenshire,Potatoes,64.97,64.97,64.97,,1
FARM_009,2023-09-05,SoilMoisture,Aberdeenshire,Potatoes,53.95,53.95,53.95,,1
FARM_009,2023-09-12,SoilMoisture,Aberdeenshire,Potatoes,8.62,8.62,8.62,,1
FARM_009,2023-09-18,SoilMoisture,Aberdeenshire,Potatoes,73.87,73.87,73.87,,1
FARM_009,2023-09-21,SoilMoisture,Aberdeenshire,Potatoes,55.86,55.86,55.86,,1
FARM_009,2023-09-28,SoilMoisture,Aberdeenshire,Potatoes,57.78,57.78,57.78,,1
FARM_009,2023-10-01,SoilMoisture,Aberdeenshire,Potatoes,51.69,51.69,51.69,,1
FARM_009,2023-10-08,SoilMoisture,Aberdeenshire,Potatoes,45.31,45.31,45.31,,1
FARM_010,2023-01-05,SoilMoisture,Aberdeenshire,Oats,31.86,31.86,31.86,,1
FARM_010,2023-01-06,SoilMoisture,Aberdeenshire,Oats,36.93,18.38,55.48,26.23,2
FARM_010,2023-01-08,SoilMoisture,Aberdeenshire,Oats,63.29,63.29,63.29,,1
FARM_010,2023-01-12,SoilMoisture,Aberdeenshire,Oats,52.19,52.19,52.19,,1
FARM_010,2023-01-13,SoilMoisture,Aberdeenshire,Oats,69.36,69.36,69.36,,1
FARM_010,2023-01-15,SoilMoisture,Aberdeenshire,Oats,48.05,48.05,48.05,,1
FARM_010,2023-01-30,SoilMoisture,Aberdeenshire,Oats,57.0,57.0,57.0,,1
FARM_010,2023-02-04,SoilMoisture,Aberdeenshire,Oats,63.93,63.93,63.93,,1
FARM_010,2023-02-11,SoilMoisture,Aberdeenshire,Oats,31.11,31.11,31.11,,1
FARM_010,2023-02-16,SoilMoisture,Aberdeenshire,Oats,24.92,24.92,24.92,,1
FARM_010,2023-02-18,SoilMoisture,Aberdeenshire,Oats,19.98,19.98,19.98,,1
FARM_010,2023-03-01,SoilMoisture,Aberdeenshire,Oats,26.74,14.52,38.95,17.27,2
FARM_010,2023-03-02,SoilMoisture,Aberdeenshire,Oats,55.14,55.14,55.14,,1
FARM_010,2023-03-15,SoilMoisture,Aberdeenshire,Oats,36.78,36.78,36.78,,1
FARM_010,2023-03-16,SoilMoisture,Aberdeenshire,Oats,26.57,26.57,26.57,,1
FARM_010,2023-03-18,SoilMoisture,Aberdeenshire,Oats,48.79,33.41,64.17,21.75,2
FARM_010,2023-03-25,SoilMoisture,Aberdeenshire,Oats,37.38,37.38,37.38,,1
FARM_010,2023-04-02,SoilMoisture,Aberdeenshire,Oats,56.51,56.51,56.51,,1
FARM_010,2023-04-08,SoilMoisture,Aberdeenshire,Oats,11.47,11.47,11.47,,1
FARM_010,2023-04-14,SoilMoisture,Aberdeenshire,Oats,43.98,43.98,43.98,,1
FARM_010,2023-04-18,SoilMoisture,Aberdeenshire,Oats,70.4,70.4,70.4,,1
FARM_010,2023-04-19,SoilMoisture,Aberdeenshire,Oats,49.34,49.34,49.34,,1
FARM_010,2023-04-27,SoilMoisture,Aberdeenshire,Oats,44.75,44.75,44.75,,1
FARM_010,2023-05-04,SoilMoisture,Aberdeenshire,Oats,38.68,38.68,38.68,,1
FARM_010,2023-05-07,SoilMoisture,Aberdeenshire,Oats,39.3,39.3,39.3,,1
FARM_010,2023-05-09,SoilMoisture,Aberdeenshire,Oats,51.38,51.38,51.38,,1
FARM_010,2023-05-14,SoilMoisture,Aberdeenshire,Oats,64.26,56.66,71.86,10.75,2
FARM_010,2023-05-16,SoilMoisture,Aberdeenshire,Oats,33.15,31.48,34.82,2.36,2
FARM_010,2023-05-18,SoilMoisture,Aberdeenshire,Oats,72.04,72.04,72.04,,1
FARM_010,2023-06-02,SoilMoisture,Aberdeenshire,Oats,56.42,56.42,56.42,,1
FARM_010,2023-06-10,SoilMoisture,Aberdeenshire,Oats,56.09,56.09,56.09,,1
FARM_010,2023-06-17,SoilMoisture,Aberdeenshire,Oats,55.57,55.57,55.57,,1
FARM_010,2023-06-18,SoilMoisture,Aberdeenshire,Oats,44.29,44.29,44.29,,1
FARM_010,2023-06-20,SoilMoisture,Aberdeenshire,Oats,25.0,25.0,25.0,,1
FARM_010,2023-06-23,SoilMoisture,Aberdeenshire,Oats,44.99,44.99,44.99,,1
FARM_010,2023-06-24,SoilMoisture,Aberdeenshire,Oats,38.51,38.51,38.51,,1
FARM_010,2023-06-26,SoilMoisture,Aberdeenshire,Oats,17.16,17.16,17.16,,1
FARM_010,2023-06-27,SoilMoisture,Aberdeenshire,Oats,28.72,28.72,28.72,,1
FARM_010,2023-06-28,SoilMoisture,Aberdeenshire,Oats,37.82,37.82,37.82,,1
FARM_010,2023-06-29,SoilMoisture,Aberdeenshire,Oats,55.63,55.63,55.63,,1
FARM_010,2023-07-18,SoilMoisture,Aberdeenshire,Oats,27.33,27.33,27.33,,1
FARM_010,2023-07-22,SoilMoisture,Aberdeenshire,Oats,24.19,13.25,35.13,15.47,2
FARM_010,2023-07-24,SoilMoisture,Aberdeenshire,Oats,72.01,72.01,72.01,,1
FARM_010,2023-07-31,SoilMoisture,Aberdeenshire,Oats,32.97,32.97,32.97,,1
FARM_010,2023-08-23,SoilMoisture,Aberdeenshire,Oats,53.29,53.29,53.29,,1
FARM_010,2023-08-28,SoilMoisture,Aberdeenshire,Oats,35.4,35.4,35.4,,1
FARM_010,2023-09-05,SoilMoisture,Aberdeenshire,Oats,51.01,51.01,51.01,,1
FARM_010,2023-09-09,SoilMoisture,Aberdeenshire,Oats,57.9,56.7,59.1,1.7,2
FARM_010,2023-09-13,SoilMoisture,Aberdeenshire,Oats,79.05,79.05,79.05,,1
FARM_010,2023-09-14,SoilMoisture,Aberdeenshire,Oats,34.5,34.5,34.5,,1
FARM_010,2023-09-18,SoilMoisture,Aberdeenshire,Oats,26.12,26.12,26.12,,1
FARM_010,2023-09-19,SoilMoisture,Aberdeenshire,Oats,18.95,18.95,18.95,,1
FARM_010,2023-09-26,SoilMoisture,Aberdeenshire,Oats,24.27,24.27,24.27,,1
FARM_010,2023-09-27,SoilMoisture,Aberdeenshire,Oats,11.76,11.76,11.76,,1
FARM_010,2023-09-29,SoilMoisture,Aberdeenshire,Oats,10.44,10.44,10.44,,1
FARM_010,2023-10-01,SoilMoisture,Aberdeenshire,Oats,25.52,25.52,25.52,,1
FARM_010,2023-10-05,SoilMoisture,Aberdeenshire,Oats,62.71,62.71,62.71,,1
FARM_010,2023-10-10,SoilMoisture,Aberdeenshire,Oats,46.48,46.48,46.48,,1
FARM_010,2023-10-20,SoilMoisture,Aberdeenshire,Oats,16.27,16.27,16.27,,1
FARM_011,2023-01-06,SoilMoisture,Perthshire,Potatoes,63.73,63.73,63.73,,1
FARM_011,2023-01-13,SoilMoisture,Perthshire,Potatoes,31.87,31.87,31.87,,1
FARM_011,2023-01-18,SoilMoisture,Perthshire,Potatoes,13.35,13.35,13.35,,1
FARM_011,2023-02-01,SoilMoisture,Perthshire,Potatoes,44.44,39.41,49.48,7.12,2
FARM_011,2023-02-03,SoilMoisture,Perthshire,Potatoes,41.3,41.3,41.3,,1
FARM_011,2023-02-13,SoilMoisture,Perthshire,Potatoes,71.37,71.37,71.37,,1
FARM_011,2023-02-15,SoilMoisture,Perthshire,Potatoes,68.71,68.71,68.71,,1
FARM_011,2023-03-02,SoilMoisture,Perthshire,Potatoes,48.75,44.24,53.26,6.38,2
FARM_011,2023-03-19,SoilMoisture,Perthshire,Potatoes,76.55,76.55,76.55,,1
FARM_011,2023-03-23,SoilMoisture,Perthshire,Potatoes,47.14,47.14,47.14,,1
FARM_011,2023-04-05,SoilMoisture,Perthshire,Potatoes,67.83,67.83,67.83,,1
FARM_011,2023-04-06,SoilMoisture,Perthshire,Potatoes,68.84,68.84,68.84,,1
FARM_011,2023-04-07,SoilMoisture,Perthshire,Potatoes,57.38,57.38,57.38,,1
FARM_011,2023-04-09,SoilMoisture,Perthshire,Potatoes,28.67,28.67,28.67,,1
FARM_011,2023-04-12,SoilMoisture,Perthshire,Potatoes,76.03,76.03,76.03,,1
FARM_011,2023-04-13,SoilMoisture,Perthshire,Potatoes,9.89,9.89,9.89,,1
FARM_011,2023-04-14,SoilMoisture,Perthshire,Potatoes,53.17,53.17,53.17,,1
FARM_011,2023-04-15,SoilMoisture,Perthshire,Potatoes,6.9,6.9,6.9,,1
FARM_011,2023-04-24,SoilMoisture,Perthshire,Potatoes,50.73,50.73,50.73,,1
FARM_011,2023-05-15,SoilMoisture,Perthshire,Potatoes,46.9,46.9,46.9,,1
FARM_011,2023-05-19,SoilMoisture,Perthshire,Potatoes,79.08,79.08,79.08,,1
FARM_011,2023-05-29,SoilMoisture,Perthshire,Potatoes,51.45,51.45,51.45,,1
FARM_011,2023-05-31,SoilMoisture,Perthshire,Potatoes,32.14,32.14,32.14,,1
FARM_011,2023-06-04,SoilMoisture,Perthshire,Potatoes,30.52,30.52,30.52,,1
FARM_011,2023-06-14,SoilMoisture,Perthshire,Potatoes,17.48,17.48,17.48,,1
FARM_011,2023-06-24,SoilMoisture,Perthshire,Potatoes,73.36,73.36,73.36,,1
FARM_011,2023-06-26,SoilMoisture,Perthshire,Potatoes,63.1,63.1,63.1,,1
FARM_011,2023-06-28,SoilMoisture,Perthshire,Potatoes,8.11,8.11,8.11,,1
FARM_011,2023-06-30,SoilMoisture,Perthshire,Potatoes,41.62,11.67,71.58,42.36,2
FARM_011,2023-07-02,SoilMoisture,Perthshire,Potatoes,47.0,47.0,47.0,,1
FARM_011,2023-07-05,SoilMoisture,Perthshire,Potatoes,12.63,12.63,12.63,,1
FARM_011,2023-07-06,SoilMoisture,Perthshire,Potatoes,42.27,42.27,42.27,,1
FARM_011,2023-07-08,SoilMoisture,Perthshire,Potatoes,17.71,17.71,17.71,,1
FARM_011,2023-07-11,SoilMoisture,Perthshire,Potatoes,13.34,10.92,15.77,3.43,2
FARM_011,2023-07-19,SoilMoisture,Perthshire,Potatoes,10.12,10.12,10.12,,1
FARM_011,2023-07-20,SoilMoisture,Perthshire,Potatoes,36.66,36.66,36.66,,1
FARM_011,2023-07-25,SoilMoisture,Perthshire,Potatoes,24.42,17.79,31.05,9.38,2
FARM_011,2023-07-27,SoilMoisture,Perthshire,Potatoes,68.26,68.26,68.26,,1
FARM_011,2023-08-02,SoilMoisture,Perthshire,Potatoes,55.43,55.43,55.43,,1
FARM_011,2023-08-14,SoilMoisture,Perthshire,Potatoes,76.64,76.64,76.64,,1
FARM_011,2023-08-18,SoilMoisture,Perthshire,Potatoes,19.97,19.97,19.97,,1
FARM_011,2023-08-28,SoilMoisture,Perthshire,Potatoes,14.73,14.73,14.73,,1
FARM_011,2023-09-06,SoilMoisture,Perthshire,Potatoes,33.92,33.92,33.92,,1
FARM_011,2023-09-12,SoilMoisture,Perthshire,Potatoes,22.57,22.57,22.57,,1
FARM_011,2023-09-26,SoilMoisture,Perthshire,Potatoes,36.62,36.62,36.62,,1
FARM_011,2023-09-28,SoilMoisture,Perthshire,Potatoes,65.37,65.37,65.37,,1
FARM_011,2023-10-05,SoilMoisture,Perthshire,Potatoes,47.71,47.71,47.71,,1
FARM_011,2023-10-06,SoilMoisture,Perthshire,Potatoes,74.82,74.82,74.82,,1
FARM_011,2023-10-12,SoilMoisture,Perthshire,Potatoes,22.36,22.36,22.36,,1
FARM_011,2023-10-19,SoilMoisture,Perthshire,Potatoes,53.98,53.98,53.98,,1
FARM_012,2023-01-01,SoilMoisture,Perthshire,Wheat,76.32,76.32,76.32,,1
FARM_012,2023-01-16,SoilMoisture,Perthshire,Wheat,27.56,27.56,27.56,,1
FARM_012,2023-01-20,SoilMoisture,Perthshire,Wheat,65.04,65.04,65.04,,1
FARM_012,2023-01-24,SoilMoisture,Perthshire,Wheat,55.1,55.1,55.1,,1
FARM_012,2023-01-30,SoilMoisture,Perthshire,Wheat,76.22,76.22,76.22,,1
FARM_012,2023-02-16,SoilMoisture,Perthshire,Wheat,50.72,50.72,50.72,,1
FARM_012,2023-02-17,SoilMoisture,Perthshire,Wheat,13.77,13.77,13.77,,1
FARM_012,2023-02-19,SoilMoisture,Perthshire,Wheat,56.88,50.59,63.16,8.89,2
FARM_012,2023-03-06,SoilMoisture,Perthshire,Wheat,5.49,5.49,5.49,,1
FARM_012,2023-03-19,SoilMoisture,Perthshire,Wheat,45.61,45.61,45.61,,1
FARM_012,2023-03-31,SoilMoisture,Perthshire,Wheat,43.18,34.41,51.95,12.4,2
FARM_012,2023-04-02,SoilMoisture,Perthshire,Wheat,25.03,25.03,25.03,,1
FARM_012,2023-04-06,SoilMoisture,Perthshire,Wheat,76.24,76.24,76.24,,1
FARM_012,2023-04-12,SoilMoisture,Perthshire,Wheat,34.89,34.89,34.89,,1
FARM_012,2023-04-18,SoilMoisture,Perthshire,Wheat,43.77,43.77,43.77,,1
FARM_012,2023-04-19,SoilMoisture,Perthshire,Wheat,7.64,7.64,7.64,,1
FARM_012,2023-04-21,SoilMoisture,Perthshire,Wheat,57.89,57.89,57.89,,1
FARM_012,2023-05-01,SoilMoisture,Perthshire,Wheat,63.58,63.58,63.58,,1
FARM_012,2023-05-04,SoilMoisture,Perthshire,Wheat,7.67,7.67,7.67,,1
FARM_012,2023-05-07,SoilMoisture,Perthshire,Wheat,46.34,46.34,46.34,,1
FARM_012,2023-05-10,SoilMoisture,Perthshire,Wheat,55.94,49.15,62.72,9.6,2
FARM_012,2023-05-11,SoilMoisture,Perthshire,Wheat,56.81,56.81,56.81,,1
FARM_012,2023-05-27,SoilMoisture,Perthshire,Wheat,6.54,6.54,6.54,,1
FARM_012,2023-06-02,SoilMoisture,Perthshire,Wheat,21.06,21.06,21.06,,1
FARM_012,2023-06-15,SoilMoisture,Perthshire,Wheat,31.17,31.17,31.17,,1
FARM_012,2023-06-17,SoilMoisture,Perthshire,Wheat,53.95,53.95,53.95,,1
FARM_012,2023-06-27,SoilMoisture,Perthshire,Wheat,47.06,47.06,47.06,,1
FARM_012,2023-07-03,SoilMoisture,Perthshire,Wheat,17.0,17.0,17.0,,1
FARM_012,2023-07-06,SoilMoisture,Perthshire,Wheat,44.93,44.93,44.93,,1
FARM_012,2023-07-08,SoilMoisture,Perthshire,Wheat,42.25,42.25,42.25,,1
FARM_012,2023-07-13,SoilMoisture,Perthshire,Wheat,66.22,66.22,66.22,,1
FARM_012,2023-07-22,SoilMoisture,Perthshire,Wheat,29.43,29.43,29.43,,1
FARM_012,2023-07-29,SoilMoisture,Perthshire,Wheat,20.76,20.76,20.76,,1
FARM_012,2023-07-31,SoilMoisture,Perthshire,Wheat,64.51,64.51,64.51,,1
FARM_012,2023-08-06,SoilMoisture,Perthshire,Wheat,74.32,74.32,74.32,,1
FARM_012,2023-08-16,SoilMoisture,Perthshire,Wheat,37.23,37.23,37.23,,1
FARM_012,2023-08-21,SoilMoisture,Perthshire,Wheat,70.14,70.14,70.14,,1
FARM_012,2023-08-23,SoilMoisture,Perthshire,Wheat,9.26,9.26,9.26,,1
FARM_012,2023-09-07,SoilMoisture,Perthshire,Wheat,32.48,32.48,32.48,,1
FARM_012,2023-09-10,SoilMoisture,Perthshire,Wheat,17.13,17.13,17.13,,1
FARM_012,2023-09-13,SoilMoisture,Perthshire,Wheat,78.06,78.06,78.06,,1
FARM_012,2023-09-14,SoilMoisture,Perthshire,Wheat,59.97,59.97,59.97,,1
FARM_012,2023-09-16,SoilMoisture,Perthshire,Wheat,28.11,28.11,28.11,,1
FARM_012,2023-09-26,SoilMoisture,Perthshire,Wheat,76.25,76.25,76.25,,1
